id,tweet_id,tag_result,features,decision_source
408,1869209998179643400,Positive,"{""Applying double standards to Israel that are not applied to other states (double standard)"",Other,""Denying the Jewish people's right to self-determination/the right of Israel to exist"",""Calling for violence and hostility against Israel""}",User agreement
409,1764537287474565400,Positive,"{""Applying double standards to Israel that are not applied to other states (double standard)"",""Denying the Jewish people's right to self-determination/the right of Israel to exist"",""Collective blame of Jews for actions of the State of Israel""}",User agreement
410,1793024579666927900,Irrelevant,{},User agreement
411,1886932832519676400,Irrelevant,{},User agreement
412,1794847173894631700,Irrelevant,{},User agreement
413,1873801825503289300,Irrelevant,{},User agreement
414,1879945050609848800,Irrelevant,{},User agreement
415,1795928261425508900,Negative,{},User agreement
416,1731260240820359400,Positive,"{""Applying double standards to Israel that are not applied to other states (double standard)"",""Calling for violence and hostility against Israel"",""Denying the Jewish people's right to self-determination/the right of Israel to exist""}",User agreement
417,1819480688665440500,Positive,"{""Spreading conspiracy theories about Jewish control (power, money, and media)""}",User agreement
418,1798886287836926200,Positive,"{""Collective blame of Jews for actions of the State of Israel"",""Applying double standards to Israel that are not applied to other states (double standard)"",Other,""Denying the Jewish people's right to self-determination/the right of Israel to exist"",""Blood libels and religiously based antisemitism"",""Calling for violence and hostility against Israel""}",User agreement
419,1877145421241368800,Negative,{},User agreement
420,1795087824015728600,Negative,{},User agreement
421,1823834267807572200,Negative,{},User agreement
422,1867403865290944800,Positive,"{""Applying double standards to Israel that are not applied to other states (double standard)"",Other,""Denying the Jewish people's right to self-determination/the right of Israel to exist"",""Collective blame of Jews for actions of the State of Israel""}",User agreement
423,1894610465373958100,Negative,{},User agreement
424,1721429407607505200,Positive,"{""Applying double standards to Israel that are not applied to other states (double standard)"",""Calls for harming/killing Jews"",""Denying the Jewish people's right to self-determination/the right of Israel to exist""}",User agreement
425,1871426925618762200,Positive,"{""Applying double standards to Israel that are not applied to other states (double standard)"",""Calls for harming/killing Jews"",""Calling for violence and hostility against Israel"",""Denying the Jewish people's right to self-determination/the right of Israel to exist""}",User agreement
426,1886965853209395200,Negative,{},User agreement
427,1831411263316119600,Negative,{},User agreement
428,1848845407096554000,Negative,{},User agreement
429,1853124926384791800,Negative,{},User agreement
430,1760547409317519400,Positive,"{""Collective blame of Jews for actions of the State of Israel"",""Applying double standards to Israel that are not applied to other states (double standard)"",""Calling for violence and hostility against Israel"",""Denying the Jewish people's right to self-determination/the right of Israel to exist"",""Calls for harming/killing Jews"",""Spreading conspiracy theories about Jewish control (power, money, and media)""}",User agreement
431,1803507273068892400,Irrelevant,{},User agreement
432,1837101512239047200,Negative,{},User agreement
433,1886841504397975600,Negative,{},User agreement
434,1822941598436753400,Negative,{},Pro user
435,1856017985829245000,Negative,{},Pro user
436,1881823779883810800,Negative,{},Pro user
437,1772188683665285400,Negative,{},Pro user
438,1857663553907446300,Negative,{},Pro user
439,1816909216680223200,Negative,{},Pro user
440,1853375386999992600,Negative,{},Pro user
441,1745028273791521000,Negative,{},Pro user
442,1850762684092096800,Negative,{},Pro user
443,1870642789467517400,Negative,{},Pro user
444,1794080344469320000,Negative,{},Pro user
445,1896684018588102700,Negative,{},Pro user
446,1796093321133109200,Negative,{},Pro user
447,1758998312181711000,Positive,"{""Spreading conspiracy theories about Jewish control (power, money, and media)""}",Pro user
448,1802469422290145500,Positive,{Other},Pro user
449,1886314866929262800,Negative,{},Pro user
450,1856155047953887500,Negative,{},Pro user
451,1817483165365067800,Negative,{},Pro user
452,1851838279231976000,Negative,{},Pro user
453,1807340747928257000,Negative,{},Pro user
454,1883512367386108200,Positive,{Other},Pro user
455,1872278341455356200,Negative,{},Pro user
456,1812642596034068500,Positive,"{""Collective blame of Jews for actions of the State of Israel""}",Pro user
457,1822952027460366600,Negative,{},Pro user
458,1862117833838071800,Negative,{},Pro user
459,1806605841057173800,Negative,{},Pro user
460,1871753786429243600,Negative,{},Pro user
461,1883981501857161500,Negative,{},Pro user
462,1812259170282000600,Positive,{Other},Pro user
463,1873799840984941000,Negative,{},Pro user
464,1719576151788830700,Positive,{Other},Pro user
465,1846951659219411500,Negative,{},Pro user
466,1822668544624271400,Negative,{},Pro user
467,1867403870504411100,Negative,{},Pro user
468,1796429908526408000,Negative,{},Pro user
469,1889565159804252200,Negative,{},Pro user
470,1856631843023712500,Negative,{},Pro user
471,1812414507534504000,Negative,{},Pro user
472,1801719255395930400,Negative,{},Pro user
473,1800081084014797000,Negative,{},Pro user
474,1855021414795166000,Negative,{},Pro user
475,1850903794000777700,Negative,{},Pro user
476,1727821477326828000,Positive,{Other},Pro user
477,1883286283994497300,Negative,{},Pro user
478,1820606627957104600,Negative,{},Pro user
479,1888674642853806000,Negative,{},Pro user
480,1843593597691801600,Negative,{},Pro user
481,1877919070739120600,Negative,{},Pro user
482,1894631524617916400,Positive,"{""Collective blame of Jews for actions of the State of Israel"",""Denying the Jewish people's right to self-determination/the right of Israel to exist""}",Pro user
483,1856167385222324700,Negative,{},Pro user
484,1844984697597854000,Negative,{},Pro user
485,1863940231679885800,Negative,{},Pro user
486,1852851667772834300,Negative,{},Pro user
487,1841598562414821400,Negative,{},Pro user
488,1753332895492788500,Positive,"{""Denying the Jewish people's right to self-determination/the right of Israel to exist""}",Pro user
489,1828982585403552300,Negative,{},Pro user
490,1885354057428095200,Negative,{},Pro user
491,1794905651896037600,Positive,{Other},Pro user
492,1736023615827796500,Positive,{Other},Pro user
493,1801985592500359700,Negative,{},Pro user
494,1791029318120075300,Negative,{},Pro user
495,1795035558894289200,Negative,{},Pro user
496,1818419728245047800,Negative,{},Pro user
497,1713153259438039600,Negative,{},Pro user
498,1884254674259431400,Negative,{},Pro user
499,1786902103988097000,Negative,{},Pro user
500,1885357429006667800,Negative,{},Pro user
501,1729630371464003800,Negative,{},Pro user
502,1785449969836777500,Positive,"{""Spreading conspiracy theories about Jewish control (power, money, and media)""}",Pro user
503,1860805929819623400,Negative,{},Pro user
504,1711640516784493000,Negative,{},Pro user
505,1802938603338870800,Negative,{},Pro user
506,1880329755242951000,Negative,{},Pro user
507,1880251093470646500,Negative,{},Pro user
508,1828010654382645200,Negative,{},Pro user
509,1866611154052657200,Negative,{},Pro user
510,1867249151114973200,Negative,{},Pro user
511,1884573428105019400,Negative,{},Pro user
512,1732010421777805600,Negative,{},Pro user
513,1878965410445595000,Negative,{},Pro user
514,1832896855212262000,Negative,{},Pro user
515,1789208574952096000,Negative,{},Pro user
516,1803256503010468000,Negative,{},Pro user
517,1876803771050721500,Negative,{},Pro user
518,1796661373210136800,Negative,{},Pro user
519,1796467142906560800,Negative,{},Pro user
520,1798510370593837300,Negative,{},Pro user
521,1786633578891325700,Negative,{},Pro user
522,1828659645801759000,Negative,{},Pro user
523,1815839347163423000,Negative,{},Pro user
524,1886774149592293400,Negative,{},Pro user
525,1794361779826676200,Negative,{},Pro user
526,1892835309135810600,Negative,{},Pro user
527,1802339926656287000,Negative,{},Pro user
528,1732242164334432800,Negative,{},Pro user
529,1757935895968366600,Negative,{},Pro user
530,1847645646741799400,Negative,{},Pro user
531,1891567264731730200,Positive,{Other},Pro user
532,1824994732080345300,Negative,{},Pro user
533,1879266699054362600,Positive,{Other},Pro user
534,1867119970846663000,Negative,{},Pro user
535,1885871804515811600,Negative,{},Pro user
536,1877762712400204300,Positive,"{""Spreading conspiracy theories about Jewish control (power, money, and media)""}",Pro user
537,1856906695059951900,Negative,{},Pro user
538,1870776002571604200,Negative,{},Pro user
539,1864227621237870600,Negative,{},Pro user
540,1798123209868611600,Negative,{},Pro user
541,1794176328838852900,Negative,{},Pro user
542,1887078389573456100,Negative,{},Pro user
543,1873558881571569700,Negative,{},Pro user
544,1796040813153046800,Negative,{},Pro user
545,1762779083187057200,Negative,{},Pro user
546,1820479158054703000,Negative,{},Pro user
547,1807267817148031200,Negative,{},Pro user
548,1840421885835682300,Negative,{},Pro user
549,1745649418945400800,Positive,"{""Collective blame of Jews for actions of the State of Israel""}",Pro user
550,1842155438592393700,Negative,{},Pro user
551,1874311643758551300,Negative,{},Pro user
552,1778587610476380700,Negative,{},Pro user
553,1817503342832337200,Negative,{},Pro user
554,1813083176732139800,Negative,{},Pro user
555,1824769152890060800,Negative,{},Pro user
556,1780051305924538400,Negative,{},Pro user
557,1884074063393661200,Negative,{},Pro user
558,1819820612635996200,Negative,{},Pro user
559,1888993298125131800,Negative,{},Pro user
560,1821332535999394000,Negative,{},Pro user
561,1756212501149266200,Positive,{Other},Pro user
562,1880867388167770000,Positive,{Other},Pro user
563,1876303418412925200,Positive,"{""Spreading conspiracy theories about Jewish control (power, money, and media)""}",Pro user
564,1865395361583382500,Negative,{},Pro user
565,1853953827650887700,Negative,{},Pro user
566,1854719993427935500,Negative,{},Pro user
567,1882223769978315000,Positive,"{""Spreading conspiracy theories about Jewish control (power, money, and media)""}",Pro user
568,1817118865392042200,Negative,{},Pro user
569,1847064136821493800,Negative,{},Pro user
570,1783285109682319600,Irrelevant,{},Pro user
571,1821257191028093000,Negative,{},Pro user
572,1763490528702972000,Irrelevant,{},Pro user
573,1822488925237346800,Irrelevant,{},Pro user
574,1822662207320285400,Negative,{},Pro user
575,1838940270798500000,Negative,{},Pro user
576,1831345788028592400,Positive,"{""Justifying Nazi ideology""}",Pro user
577,1756821697695735800,Positive,"{""Applying double standards to Israel that are not applied to other states (double standard)"",""Comparing Israel and its policies to Nazi Germany"",""Collective blame of Jews for actions of the State of Israel""}",Pro user
578,1872825999018345000,Irrelevant,{},Pro user
579,1868090429113254100,Positive,"{""Spreading conspiracy theories about Jewish control (power, money, and media)""}",Pro user
580,1889491115826389200,Irrelevant,{},Pro user
581,1747006807279903000,Irrelevant,{},Pro user
582,1886554424744796200,Negative,{},Pro user
583,1817488401970438700,Negative,{},Pro user
584,1851414602686349300,Negative,{},Pro user
585,1813158825522053000,Positive,{Other},Pro user
586,1822585516145221600,Positive,"{""Justifying Nazi ideology""}",Pro user
587,1836187464467386600,Irrelevant,{},Pro user
588,1819721414364328200,Negative,{},Pro user
589,1886310902456271000,Positive,"{""Justifying Nazi ideology""}",Pro user
590,1894033692131037400,Irrelevant,{},Pro user
591,1889326039857287400,Positive,"{""Justifying Nazi ideology""}",Pro user
592,1798181963557413000,Positive,{Other},Pro user
593,1883372290681066000,Irrelevant,{},Pro user
594,1894964618650321400,Positive,"{""Spreading conspiracy theories about Jewish control (power, money, and media)""}",Pro user
595,1883753956750549200,Positive,"{""Comparing Israel and its policies to Nazi Germany"",""Applying double standards to Israel that are not applied to other states (double standard)"",""Collective blame of Jews for actions of the State of Israel""}",Pro user
596,1884060353786699800,Irrelevant,{},Pro user
597,1853375766513209900,Negative,{},Pro user
598,1726013545337499600,Negative,{},Pro user
599,1786344541689397500,Positive,{Other},Pro user
600,1829279278325989400,Positive,"{""Applying double standards to Israel that are not applied to other states (double standard)"",Other}",Pro user
601,1785449973704016000,Positive,"{""Spreading conspiracy theories about Jewish control (power, money, and media)""}",Pro user
602,1845720272114200800,Positive,"{""Applying double standards to Israel that are not applied to other states (double standard)"",""Comparing Israel and its policies to Nazi Germany"",""Collective blame of Jews for actions of the State of Israel""}",Pro user
603,1890390357533167900,Irrelevant,{},Pro user
604,1899949203763437800,Negative,{},Pro user
605,1829976242235294000,Negative,{},Pro user
606,1890334963687399700,Positive,"{""Spreading conspiracy theories about Jewish control (power, money, and media)"",""Demonization of Jews (portraying them as inferior and despicable)"",Other}",User agreement
607,1795264563870638300,Positive,"{""Collective blame of Jews for actions of the State of Israel"",Other,""Blood libels and religiously based antisemitism"",""Demonization of Jews (portraying them as inferior and despicable)""}",User agreement
608,1794853197137453000,Irrelevant,{},User agreement
609,1887719801683849700,Positive,"{""Calling for violence and hostility against Israel""}",User agreement
610,1777873640400605200,Negative,{},User agreement
611,1795187922905215500,Negative,{},User agreement
612,1840303430096552200,Positive,{Other},User agreement
613,1804275545393557800,Positive,"{""Cynical use of the Holocaust and Holocaust denial"",""Justifying Nazi ideology"",""Calls for harming/killing Jews""}",User agreement
614,1795244531983724800,Irrelevant,{},User agreement
615,1852619639391707400,Irrelevant,{},User agreement
616,1795774429991162000,Negative,{},User agreement
617,1799746068307231000,Irrelevant,{},User agreement
619,1818777514703253800,Negative,{},User agreement
620,1886793193355628800,Negative,{},User agreement
618,1878926550504182300,Negative,{},User agreement
621,1804337836117934600,Negative,{},Pro user
622,1892412534486954500,Irrelevant,{},Pro user
623,1738148698847396000,Positive,{Other},Pro user
624,1839587893188190500,Negative,{},User agreement
625,1886550358832410600,Negative,{},User agreement
626,1776003764106993700,Positive,"{""Demonization of Jews (portraying them as inferior and despicable)"",""Spreading conspiracy theories about Jewish control (power, money, and media)"",Other}",User agreement
627,1723810975168573400,Positive,"{""Applying double standards to Israel that are not applied to other states (double standard)"",Other}",User agreement
628,1825802192248516600,Negative,{},User agreement
629,1789057116277231900,Negative,{},User agreement
630,1762390008735158500,Negative,{},User agreement
631,1894509146441232600,Negative,{},User agreement
632,1855418734187287000,Positive,"{""Spreading conspiracy theories about Jewish control (power, money, and media)"",Other}",User agreement
633,1822502982774391300,Negative,{},User agreement
634,1761601671682310100,Positive,"{""Demonization of Jews (portraying them as inferior and despicable)"",""Spreading conspiracy theories about Jewish control (power, money, and media)"",""Collective blame of Jews for actions of the State of Israel""}",User agreement
635,1751187645668180200,Irrelevant,{},User agreement
636,1819091536359182800,Irrelevant,{},User agreement
637,1896633839902195700,Irrelevant,{},User agreement
638,1865695367939154400,Negative,{},User agreement
639,1859716099371344400,Positive,"{""Comparing Israel and its policies to Nazi Germany"",Other}",User agreement
640,1731542503684497400,Negative,{},User agreement
641,1749351231825588200,Positive,"{""Denying the Jewish people's right to self-determination/the right of Israel to exist"",""Applying double standards to Israel that are not applied to other states (double standard)"",""Collective blame of Jews for actions of the State of Israel"",Other}",User agreement
642,1751917892373995500,Negative,{},User agreement
643,1850535716885078300,Irrelevant,{},User agreement
644,1822436452703342600,Negative,{},User agreement
645,1891387695584158200,Negative,{},User agreement
646,1842451843433234400,Irrelevant,{},User agreement
647,1821586131781329200,Irrelevant,{},User agreement
648,1792566485497557200,Irrelevant,{},User agreement
649,1721427368588480800,Negative,{},User agreement
650,1822908110224433700,Negative,{},User agreement
651,1834115446876086800,Negative,{},User agreement
652,1839691483148099800,Irrelevant,{},User agreement
653,1879048994296619000,Irrelevant,{},User agreement
654,1776444792790249500,Positive,"{""Collective blame of Jews for actions of the State of Israel"",Other}",User agreement
655,1823331289178734600,Irrelevant,{},User agreement
656,1833269400524493000,Negative,{},User agreement
657,1782630634630033700,Irrelevant,{},User agreement
658,1799324091595542800,Irrelevant,{},User agreement
659,1776087795783864600,Negative,{},User agreement
660,1822450278676980000,Negative,{},User agreement
661,1886699319752905000,Irrelevant,{},User agreement
662,1801962092100199000,Negative,{},User agreement
663,1822947632408621000,Negative,{},User agreement
664,1877978320081715500,Negative,{},User agreement
665,1876079546346402000,Irrelevant,{},User agreement
666,1841431166290948000,Positive,"{""Denying the Jewish people's right to self-determination/the right of Israel to exist"",""Collective blame of Jews for actions of the State of Israel"",Other}",User agreement
667,1892530215051493600,Negative,{},User agreement
668,1838849160688140500,Positive,"{""Denying the Jewish people's right to self-determination/the right of Israel to exist"",""Calling for violence and hostility against Israel""}",User agreement
669,1887683557608563000,Irrelevant,{},User agreement
670,1836505740493885400,Irrelevant,{},User agreement
671,1880388144551674000,Negative,{},User agreement
672,1756536978932466200,Negative,{},User agreement
673,1725449162077221000,Negative,{},User agreement
674,1823359405779239200,Irrelevant,{},User agreement
675,1823412928839868700,Negative,{},User agreement
676,1796313599239143400,Irrelevant,{},User agreement
677,1785449983363412500,Negative,{},User agreement
678,1846869546684371000,Negative,{},User agreement
679,1846071832870277600,Negative,{},User agreement
680,1786132717765112300,Irrelevant,{},User agreement
681,1830595064189387000,Negative,{},User agreement
682,1795485660616491000,Positive,"{""Denying the Jewish people's right to self-determination/the right of Israel to exist"",""Demonization of Jews (portraying them as inferior and despicable)"",""Spreading conspiracy theories about Jewish control (power, money, and media)"",""Collective blame of Jews for actions of the State of Israel""}",User agreement
683,1862885624119775500,Negative,{},User agreement
684,1731959293446849000,Negative,{},User agreement
685,1817477739244671000,Negative,{},User agreement
686,1817511281118585000,Irrelevant,{},User agreement
687,1845724000863019300,Negative,{},User agreement
688,1893473998585082000,Negative,{},User agreement
689,1712761385233568000,Negative,{},User agreement
690,1865882614164537900,Positive,"{""Spreading conspiracy theories about Jewish control (power, money, and media)"",Other}",User agreement
691,1867403879643853300,Positive,"{""Spreading conspiracy theories about Jewish control (power, money, and media)"",Other}",User agreement
692,1845370300348891600,Negative,{},User agreement
693,1841428648957817000,Negative,{},User agreement
694,1865310813394997800,Positive,"{""Calling for violence and hostility against Israel"",""Defaming Jewish symbols"",""Applying double standards to Israel that are not applied to other states (double standard)""}",User agreement
695,1825403949312004000,Negative,{},User agreement
696,1818618688905605400,Negative,{},User agreement
697,1822191030378053600,Irrelevant,{},User agreement
698,1833756890951487700,Negative,{},User agreement
699,1859817083200209000,Irrelevant,{},User agreement
700,1848850470477173200,Negative,{},User agreement
701,1822909860599767600,Negative,{},User agreement
702,1812114968315314200,Irrelevant,{},User agreement
703,1853581953972457500,Negative,{},User agreement
704,1887316805770702800,Positive,"{""Spreading conspiracy theories about Jewish control (power, money, and media)"",""Demonization of Jews (portraying them as inferior and despicable)""}",User agreement
705,1794582475139862500,Negative,{},User agreement
706,1818973198115131600,Negative,{},User agreement
707,1888025062936072700,Positive,"{""Spreading conspiracy theories about Jewish control (power, money, and media)"",""Denying the Jewish people's right to self-determination/the right of Israel to exist""}",User agreement
708,1837473105784328400,Irrelevant,{},User agreement
709,1891696434480599000,Irrelevant,{},User agreement
710,1888030768791765500,Negative,{},User agreement
711,1749658131448406500,Irrelevant,{},User agreement
712,1865484439532277800,Irrelevant,{},User agreement
713,1880121791827570700,Irrelevant,{},User agreement
714,1799410490948616400,Negative,{},User agreement
715,1813682921037001000,Irrelevant,{},User agreement
716,1888768167796973600,Positive,"{""Applying double standards to Israel that are not applied to other states (double standard)"",""Calls for harming/killing Jews"",""Denying the Jewish people's right to self-determination/the right of Israel to exist""}",User agreement
717,1862709566556758000,Irrelevant,{},User agreement
718,1836727607670562800,Negative,{},User agreement
719,1822464006231331000,Negative,{},User agreement
720,1878323759251095800,Positive,"{""Collective blame of Jews for actions of the State of Israel"",""Applying double standards to Israel that are not applied to other states (double standard)"",Other}",User agreement
721,1787645015252202000,Irrelevant,{},User agreement
722,1840679972995776500,Positive,"{""Applying double standards to Israel that are not applied to other states (double standard)"",Other,""Denying the Jewish people's right to self-determination/the right of Israel to exist""}",User agreement
723,1821490531899482600,Negative,{},User agreement
